id,wine_name,wine_country,wine_region,wine_year,wine_type,wine_price,wine_alcohol,wine_seller
468,Weingut Joh. Jos. Prüm   2020 Riesling Kabinett Wehlener Sonnenuhr, Deutschland ,Mosel,2020,white,0,9.5,1
469,Weingut Joh. Jos. Prüm   2020 Riesling Auslese Wehlener Sonnenuhr GOLDKAPSEL 375 ml, Deutschland ,Mosel,2020,white,0,8,1
470,Weingut Joh. Jos. Prüm   2020 Riesling Auslese Wehlener Sonnenuhr 375 ml, Deutschland ,Mosel,2020,white,0,8,1
471,Weingut Joh. Jos. Prüm   2020 Riesling Spätlese Zeltinger Sonnenuhr, Deutschland ,Mosel,2020,white,0,8.5,1
472,Weingut Joh. Jos. Prüm   2020 Riesling Spätlese Graacher Himmelreich, Deutschland ,Mosel,2020,white,0,8.5,1
473,Weingut Joh. Jos. Prüm   2020 Riesling Kabinett Graacher Himmelreich, Deutschland ,Mosel,2020,white,0,9,1
474,Weingut Joh. Jos. Prüm   2020 Riesling Kabinett Bernkasteler Badstube, Deutschland ,Mosel,2020,white,0,9.5,1
475,Fèlsina Società Agricola   2009 Vin Santo del Chianti 375 ml, Italien ,Toscana,2009,white,0,14,1
476,Azienda Agricola Elio Grasso   2020 Chardonnay Langhe 'Educato', Italien ,Piemont,2019,white,0,13.5,1
477,"Ronan Laborde   2019 Ronan by Clinet, Bordeaux Blanc", Frankreich ,Bordeaux,2019,white,0,13,1
478,Domaine Chatelain   2019 Pouilly Fumé 'Les Chailloux Silex', Frankreich ,Loire,2019,white,0,13.5,1
479,Weingut Weedenborn   2020 Grauburgunder trocken Liter, Deutschland ,Rheinhessen,2020,white,0,12.5,1
480,Weingut Weedenborn   2020 Weissburgunder trocken Literflasche, Deutschland ,Rheinhessen,2020,white,0,12.5,1
481,"Weingut Schäfer-Fröhlich   2020 Riesling trocken ""Vulkangestein""", Deutschland ,Nahe,2020,white,0,12.5,1
482,"Weingut Schäfer-Fröhlich   2020 Riesling trocken ""Bockenauer Schiefergestein""", Deutschland ,Nahe,2020,white,0,12.5,1
483,Weingut von Winning   2020 WIN WIN Riesling Gutswein trocken, Deutschland ,Pfalz,2018,white,0,12,1
484,"Weingut Wittmann, Bioweingut   2020 Westhofener Riesling trocken", Deutschland ,Rheinhessen,2020,white,0,12.5,1
485,Weingut von Winning   2020 Riesling trocken Deidesheimer Paradiesgarten Magnum, Deutschland ,Pfalz,2020,white,0,12.5,1
486,"Weingut Wittmann, Bioweingut   2020 Niersteiner Riesling trocken", Deutschland ,Rheinhessen,2020,white,0,12.5,1
487,"Weingut Wittmann, Bioweingut   2020 Gundersheimer Riesling trocken", Deutschland ,Rheinhessen,2020,white,0,12,1
488,"Weingut von Winning   2020 Sauvignon Blanc II, Von Winning Weinmanufaktur", Deutschland ,Pfalz,2020,white,0,12,1
489,Weingut von Winning   2019 Sauvignon Blanc I, Deutschland ,Pfalz,2019,white,0,12.5,1
490,Weingut Dönnhoff   2020 Riesling Großes Gewächs Norheimer Dellchen, Deutschland ,Nahe,2020,white,0,13,1
491,Weingut Dönnhoff   2020 Riesling Großes Gewächs Höllenpfad im Mühlenberg, Deutschland ,Nahe,2020,white,0,13,1
492,Weingut Dönnhoff   2020 Riesling GG Schloßböckelheimer Felsenberg FELSENTÜRMCHEN, Deutschland ,Nahe,2020,white,0,13,1
493,Weingut Dönnhoff   2020 Riesling Großes Gewächs Kreuznacher Krötenpfuhl, Deutschland ,Nahe,2020,white,0,13,1
494,Weingut Dönnhoff   2020 Riesling GG Schloßböckelheimer Felsenberg FELSENTÜRMCHEN Magnum, Deutschland ,Nahe,2020,white,0,13,1
495,Weingut von Winning   2020 Riesling trocken Gutswein 'Drache', Deutschland ,Pfalz,2020,white,0,12,1
496,Weingut Schäfer-Fröhlich   2020 Riesling Großes Gewächs FELSENECK, Deutschland ,Nahe,2020,white,0,13,1
497,Weingut Schäfer-Fröhlich   2020 Riesling Großes Gewächs Stromberg, Deutschland ,Nahe,2020,white,0,13,1
498,Weingut Schäfer-Fröhlich   2020 Riesling Großes Gewächs Felsenberg, Deutschland ,Nahe,2020,white,0,13,1
499,Weingut K.-H. Milch   2020 Chardonnay trocken 'Vom Kalkstein', Deutschland ,Rheinhessen,2020,white,0,13,1
500,"Weingut Bernhard Ott, Bioweingut   2019 Grüner Veltliner trocken Engabrunner STEIN", Österreich ,Wagram,2019,white,0,13,1
501,"Weingut Bernhard Ott, Bioweingut   2019 Grüner Veltliner trocken Feuersbrunner SPIEGEL", Österreich ,Wagram,2019,white,0,13,1
502,"Weingut Bernhard Ott, Bioweingut   2019 Grüner Veltliner trocken Feuersbrunner ROSENBERG", Österreich ,Wagram,2019,white,0,13.5,1
503,"Weingut Bernhard Ott, Bioweingut   2020 Grüner Veltliner trocken DER OTT®", Österreich ,Niederösterreich,2020,white,0,12.5,1
504,Weingut Winter   2020 Grauburgunder trocken, Deutschland ,Rheinhessen,2020,white,0,12.5,1
505,Weingut Emmerich Knoll   2014 Riesling Selection „Ried Pfaffenberg“ Magnum, Österreich ,Wachau,2015,white,0,13,1
506,Weingut Emmerich Knoll   2016 Riesling Smaragd „Ried Kellerberg“ Magnum, Österreich ,Wachau,2016,white,0,13,1
507,Weingut Emmerich Knoll   2012 Grüner Veltliner Reserve „Ried Loibenberg“ Magnum, Österreich ,Wachau,2012,white,0,15,1
508,Weingut Emmerich Knoll   2014 Riesling Smaragd „Ried Schütt“ Magnum, Österreich ,Wachau,2014,white,0,12.5,1
509,Weingut Emmerich Knoll   2016 Grüner Veltliner Smaragd „Ried Schütt“ Magnum, Österreich ,Wachau,2016,white,0,13,1
510,"Weingut Emmerich Knoll   2020 Grüner Veltliner ""Loibner"" Federspiel", Österreich ,Wachau,2020,white,0,12,1
511,Weingut Emmerich Knoll   2018 Riesling Smaragd „Ried Schütt“ Doppelmagnum, Österreich ,Wachau,2018,white,0,13.5,1
512,"Weingut Emmerich Knoll   2020 Grüner Veltliner ""Ried Kreutles"" Federspiel", Österreich ,Wachau,2020,white,0,12,1
513,Weingut Emmerich Knoll   2018 Riesling Selection „Ried Pfaffenberg“ Doppelmagnum, Österreich ,Wachau,2018,white,0,13.5,1
514,Weingut Knebel   2020 Riesling, Deutschland ,Mosel,2020,white,0,12,1
515,Weingut Knebel   2020 Weissburgunder trocken, Deutschland ,Mosel,2020,white,0,12,1
516,Weingut Knebel   2020 Riesling Kabinett 'Röttgen', Deutschland ,Mosel,2020,white,0," 9.0, 10.5 ",1
517,Weingut Knebel   2020 Riesling trocken 'Von den Terrassen', Deutschland ,Mosel,2020,white,0,12,1
518,"Weingut Peter Jakob Kühn, Bioweingut   2019 Riesling trocken JACOBUS", Deutschland ,Rheingau,2019,white,0,12,1
519,"Weingut Peter Jakob Kühn, Bioweingut   2019 Riesling Hallgarten 'Rheinschiefer'", Deutschland ,Rheingau,2019,white,0,12,1
520,"Weingut Peter Jakob Kühn, Bioweingut   2019 Riesling trocken Hallgartener Hendelberg", Deutschland ,Rheingau,2019,white,0,12.5,1
521,Weingut Markus Molitor   2020 Riesling feinherb Haus Klosterberg, Deutschland ,Mosel,2020,white,0," 10,5 ",1
522,Weingut Markus Molitor   2020 Riesling Haus Klosterberg weiße Kapsel 1000 ml, Deutschland ,Mosel,2020,white,0,12.5,1
523,Weingut Horst Sauer   2020 Franken Silvaner trocken Liter, Deutschland ,Franken,2020,white,0,12,1
524,Weingut Horst Sauer   2020 Escherndorf Silvaner trocken, Deutschland ,Franken,2020,white,0,12,1
525,Weingut Horst Sauer   2020 Silvaner S. trocken Escherndorfer Lump, Deutschland ,Franken,2020,white,0,13,1
526,Bessin - Tremblay (Domaine Bessin)   2019 Chablis Vieilles Vignes, Frankreich ,Bourgogne,2019,white,0,14,1
527,Weingut Metzger   2020 Riesling trocken 'Well Done' -B-, Deutschland ,Pfalz,2020,white,0,12,1
528,Bessin - Tremblay (Domaine Bessin)   2019 Chablis, Frankreich ,Bourgogne,2019,white,0,14,1
529,Bessin - Tremblay (Domaine Bessin)   2019 Chablis 1er Cru 'Fourchaume', Frankreich ,Bourgogne,2019,white,0,13.5,1
530,Bessin - Tremblay (Domaine Bessin)   2019 Chablis 1er Cru 'La Forêt', Frankreich ,Bourgogne,2019,white,0,13.5,1
531,Domaine Girard   2020 Chardonnay IGP, Frankreich ,Languedoc,2020,white,0,13.5,1
532,Domaine Girard   2019 Chardonnay 'Elevé sur lies fines', Frankreich ,Languedoc,2019,white,0,13.5,1
533,Weingut Weedenborn   2018 Grande Réserve, Deutschland ,Rheinhessen,2018,white,0,13,1
534,"Weingut Holger Koch, Baden   2020 Chardonnay Herrenstück trocken", Deutschland ,Baden,2020,white,0,12.5,1
535,"Weingut Holger Koch, Baden   2020 Grauburgunder Kaiserstuhl trocken", Deutschland ,Baden,2020,white,0,12.5,1
536,"Weingut Holger Koch, Baden   2020 Weißburgunder Kaiserstuhl trocken", Deutschland ,Baden,2020,white,0,13,1
537,"Weingut Holger Koch, Baden   2020 Chardonnay *** Selektion trocken", Deutschland ,Baden,2020,white,0,13,1
538,"Weingut Holger Koch, Baden   2020 Weißburgunder *** Selektion trocken", Deutschland ,Baden,2020,white,0,13,1
539,"Weingut Holger Koch, Baden   2020 Grauburgunder *** Selektion trocken", Deutschland ,Baden,2020,white,0,13.5,1
540,Weingut Markus Molitor   2019 Riesling Schiefersteil, Deutschland ,Mosel,2019,white,0,12,1
541,"Weingut Markus Molitor   2019 Riesling Auslese *** Erdener Treppchen, weiße Kapsel", Deutschland ,Mosel,2019,white,0,12,1
542,Weingut Markus Molitor   2019 Riesling Auslese *** Wehlener Sonnenuhr weiße Kapsel, Deutschland ,Mosel,2019,white,0,12.5,1
543,"Weingut Markus Molitor   2019 Riesling Auslese *** Zeltinger Sonnenuhr, weiße Kapsel", Deutschland ,Mosel,2019,white,0,12,1
544,Domaine Moreau Naudet   2019 Chablis 1er Cru 'Vaillons', Frankreich ,Bourgogne,2019,white,0,13,1
545,Domaine Moreau Naudet   2019 Chablis Grand Cru 'Valmur', Frankreich ,Bourgogne,2019,white,0,13.5,1
546,Domaine Moreau Naudet   2019 Chablis 1er Cru 'Les Montmains', Frankreich ,Bourgogne,2019,white,0,13.5,1
547,Domaine Moreau Naudet   2019 Chablis 1er Cru 'Les Forêts', Frankreich ,Bourgogne,2019,white,0,14,1
548,Domaine Moreau Naudet   2019 Chablis, Frankreich ,Bourgogne,2019,white,0,12.5,1
549,Domaine Moreau Naudet   2019 Chablis Vieilles Vignes 'Les Pargues', Frankreich ,Bourgogne,2019,white,0,13.5,1
550,Weingut Dönnhoff   2020 Riesling trocken Roxheimer Höllenpfad, Deutschland ,Nahe,2020,white,0,12.5,1
551,Weingut Dönnhoff   2020 Riesling Spätlese Norheimer Kirschheck, Deutschland ,Nahe,2020,white,0,8.5,1
552,Weingut Dönnhoff   2020 Riesling Auslese Oberhäuser Brücke Goldkapsel 375 ml, Deutschland ,Nahe,2020,white,0,8,1
553,Weingut Dönnhoff   2020 Riesling Auslese Niederhäuser Hermannshöhle 'Goldkapsel' 375 ml, Deutschland ,Nahe,2020,white,0,7.5,1
554,Weingut Dönnhoff   2020 Riesling Spätlese Oberhäuser Brücke, Deutschland ,Nahe,2020,white,0,8.5,1
555,Weingut Dönnhoff   2020 Grauburgunder -S -, Deutschland ,Nahe,2020,white,0,13.5,1
556,Weingut Dönnhoff   2020 Weißburgunder -S-, Deutschland ,Nahe,2020,white,0,13.5,1
557,Weingut Dönnhoff   2020 Chardonnay -S -, Deutschland ,Nahe,2020,white,0,13.5,1
558,Domaine des Remizières   (2020) Blanc 'Le Merley', Frankreich ,Rhône,2020,white,0,13.5,1
559,Domaine des Remizières   2019 Crozes Hermitage Blanc 'Cuvée Particulière', Frankreich ,Rhône,2019,white,0,14,1
560,Domaine des Remizières   2019 Hermitage Blanc 'Cuvée Emilie', Frankreich ,Rhône,2019,white,0,14.5,1
561,"Domaine Sérol, Bioweingut   2020 Oudan 'De Butte en Blanc' VdP", Frankreich ,Loire,2020,white,0,12.5,1
562,Weingut Metzger   2020 Gelber Muskateller trocken -B-, Deutschland ,Pfalz,2020,white,0,12.5,1
563,Weingut Prechtl   2020 Gelber Muskateller 'Ried Maulavern', Österreich ,Weinviertel DAC,2020,white,0,12.5,1
564,Weingut Prechtl   2020 Grüner Veltliner trocken 'Classic', Österreich ,Weinviertel DAC,2020,white,0,12.5,1
565,Weingut Prechtl   2020 Grüner Veltliner trocken 'Ried Längen', Österreich ,Weinviertel DAC,2020,white,0,13,1
566,Weingut Prechtl   2020 Grüner Veltliner trocken 'Alte Reben', Österreich ,Weinviertel DAC,2020,white,0,13,1
567,Weingut Prechtl   2020 Grüner Veltliner trocken 'Ried Altenberg', Österreich ,Weinviertel DAC,2020,white,0,13,1
568,"Weingut Dreissigacker, Bioweingut   2020 Weissburgunder trocken 'Eintausender'", Deutschland ,Rheinhessen,2019,white,0,12.5,1
569,"Weingut Dreissigacker, Bioweingut   2020 Grauburgunder trocken", Deutschland ,Rheinhessen,2020,white,0,12.5,1
570,Weingut Metzger   2020 Chardonnay trocken -B-, Deutschland ,Pfalz,2020,white,0,12.5,1
571,Le Vieux Donjon   2020 Châteauneuf-du-Pape Blanc, Frankreich ,Rhône,2020,white,0,14,1
572,"Ökonomierat Rebholz, Bioweingut   2020 Grauer Burgunder trocken VDP.Gutswein", Deutschland ,Pfalz,2020,white,0,13.5,1
573,"Ökonomierat Rebholz, Bioweingut   2020 Weißer Burgunder trocken VDP.Gutswein", Deutschland ,Pfalz,2020,white,0,13,1
574,"Ökonomierat Rebholz, Bioweingut   2020 Riesling trocken VDP.Gutswein", Deutschland ,Pfalz,2020,white,0,12,1
575,"Ökonomierat Rebholz, Bioweingut   2020 Riesling trocken Frankweiler Biengarten VDP.Erste Lage", Deutschland ,Pfalz,2020,white,0,12,1
576,"Ökonomierat Rebholz, Bioweingut   2017 Riesling Kabinett vom Rotliegenden", Deutschland ,Pfalz,2017,white,0,8,1
577,"Ökonomierat Rebholz, Bioweingut   2020 Riesling trocken vom Buntsandstein VDP.Ortswein", Deutschland ,Pfalz,2020,white,0,12,1
578,"Ökonomierat Rebholz, Bioweingut   2020 Riesling trocken vom Muschelkalk", Deutschland ,Pfalz,2020,white,0,12.5,1
579,Schloss Gobelsburg   2020 Grüner Veltliner trocken 'Domaene Gobelsburg', Österreich ,Kamptal,2020,white,0,12.5,1
580,"Weingut Wittmann, Bioweingut   2020 Weisser Burgunder trocken", Deutschland ,Rheinhessen,2020,white,0,12.5,1
581,"Weingut Wittmann, Bioweingut   2019 Weißer Burgunder & Chardonnay Westhofener trocken", Deutschland ,Rheinhessen,2019,white,0,12.5,1
582,"Weingut Wittmann, Bioweingut   2020 Grauer Burgunder trocken", Deutschland ,Rheinhessen,2020,white,0,12.5,1
583,"Weingut Wittmann, Bioweingut   2020 Riesling trocken", Deutschland ,Rheinhessen,2020,white,0,12,1
584,Weingut von Winning   2020 Riesling trocken Deidesheimer Paradiesgarten, Deutschland ,Pfalz,2020,white,0,12.5,1
585,Weingut von Winning   2020 Grauer Burgunder trocken, Deutschland ,Pfalz,2020,white,0,12.5,1
586,Ottella   2020 Lugana DOC Le Creete, Italien ,Veneto,2020,white,0,13,1
587,Domaine Hudelot-Noëllat   2019 Meursault 'Clos des Ecoles', Frankreich ,Bourgogne,2019,white,0,13.5,1
588,Domaine de Triennes   2019 Viognier Sainte Fleur, Frankreich ,Provence,2019,white,0,14,1
589,Domaine de Triennes   2019 Blanc 'Les Auréliens', Frankreich ,Provence,2019,white,0,13,1
590,Weingut Dönnhoff   2010 Riesling Auslese Niederhäuser Hermannshöhle 'Goldkapsel' 375 ml, Deutschland ,Nahe,2010,white,0,7,1
591,Weingut Schäfer-Fröhlich   2020 Weisser Burgunder trocken, Deutschland ,Nahe,2020,white,0,13.5,1
592,Weingut Schäfer-Fröhlich   2020 Grauburgunder 'S' trocken, Deutschland ,Nahe,2020,white,0,14,1
593,Weingut Schäfer-Fröhlich   2020 Weisser Burgunder 'S' trocken, Deutschland ,Nahe,2020,white,0,13,1
594,Weingut Schloss Lieser   2019 Riesling Spätlese Niederberg Helden, Deutschland ,Mosel,2019,white,0,8,1
595,Weingut Schäfer-Fröhlich   2020 Riesling trocken, Deutschland ,Nahe,2020,white,0,12,1
596,Markus Schneider & Thomas Hensel   2020 Weisswein 'Hensel & Gretel', Deutschland ,Pfalz,2020,white,0,13,1
597,Weingut Egon Müller   2020 Riesling Kabinett Scharzhofberger, Deutschland ,Saar,2020,white,0,9,1
598,Weingut Egon Müller   2020 Scharzhof Riesling, Deutschland ,Saar,2020,white,0,10,1
599,Weingut Egon Müller   2020 Riesling Kabinett Wiltinger braune Kupp, Deutschland ,Saar,2020,white,0,9,1
600,Weingut Dönnhoff   2020 Grauburgunder trocken, Deutschland ,Nahe,2020,white,0,12.5,1
601,Weingut Dönnhoff   2020 Weißburgunder trocken, Deutschland ,Nahe,2020,white,0,12,1
602,Weingut Dönnhoff   2020 Weißburgunder & Grauburgunder trocken „Doppelstück“, Deutschland ,Nahe,2020,white,0,12,1
603,Weingut Dönnhoff   2020 Riesling trocken „Tonschiefer“, Deutschland ,Nahe,2020,white,0,12,1
604,Weingut Dönnhoff   2020 Riesling trocken, Deutschland ,Nahe,2020,white,0,11.5,1
